,Date,Minimum temperature (C),Maximum temperature (C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Speed of maximum wind gust (km/h),9am Temperature (C),9am relative humidity (%),9am cloud amount (oktas),9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind speed (km/h),3pm MSL pressure (hPa),avg_demand
170,30/08/2021,6.4,17.6,4.0,1.4,7.4,50.0,11.1,70.0,7.0,15,1016.1,16.8,45,1.0,28,1013.2,4832.508541666667
171,31/08/2021,11.0,20.1,0.0,5.8,3.6,61.0,13.5,53.0,7.0,17,,19.4,43,6.0,30,1012.2,4721.395625
172,1/09/2021,9.8,23.5,0.0,6.6,10.7,35.0,15.3,56.0,4.0,7,1023.8,23.2,36,7.0,19,1021.5,4393.169791666667
173,2/09/2021,15.0,26.6,0.0,7.6,10.8,65.0,21.8,34.0,0.0,17,1020.1,26.4,23,0.0,28,1013.6,4100.317916666668
174,3/09/2021,20.1,23.0,0.0,12.0,2.5,57.0,21.7,46.0,7.0,35,1012.3,17.1,86,8.0,9,1012.2,4756.289791666667
175,4/09/2021,10.1,14.1,38.2,4.4,4.1,43.0,11.7,87.0,7.0,9,1019.6,13.2,59,6.0,17,1018.8,4394.166249999999
176,6/09/2021,9.1,15.5,1.0,1.8,10.4,33.0,11.9,67.0,2.0,9,1030.9,14.8,51,1.0,9,1030.1,4615.818333333334
177,7/09/2021,10.5,16.2,0.0,3.2,4.9,31.0,13.0,73.0,7.0,13,1030.6,13.3,80,6.0,15,1030.4,4918.957916666666
178,8/09/2021,9.7,20.8,0.0,1.4,11.0,41.0,12.4,63.0,0.0,11,1031.0,19.9,48,1.0,20,1025.8,4506.556666666666
179,9/09/2021,12.2,25.8,0.0,5.2,8.5,52.0,14.6,58.0,7.0,28,1022.7,24.7,26,6.0,20,1016.2,4308.363541666667
180,11/09/2021,13.2,22.8,0.0,6.4,1.1,46.0,16.7,41.0,7.0,20,1006.0,22.6,33,7.0,15,1002.9,4108.091041666667
181,12/09/2021,10.3,16.2,0.0,5.2,7.3,39.0,12.4,51.0,1.0,17,1005.9,11.7,62,7.0,11,1005.6,4225.135416666665
182,14/09/2021,5.5,14.1,0.2,2.4,8.5,31.0,11.1,74.0,3.0,2,1027.8,13.4,57,5.0,17,1025.8,5015.577916666666
183,16/09/2021,4.5,16.0,0.0,3.4,9.1,19.0,9.6,72.0,2.0,Calm,1024.6,14.0,65,5.0,9,1020.6,4893.039999999998
184,17/09/2021,7.1,22.2,0.0,3.6,5.8,59.0,15.9,50.0,1.0,13,1015.1,20.2,39,3.0,24,1008.2,4539.504375
185,18/09/2021,12.1,16.2,0.8,5.4,9.3,50.0,14.1,50.0,1.0,15,1012.9,15.7,39,5.0,19,1014.0,4075.62875
186,19/09/2021,8.7,18.0,0.8,5.8,2.6,54.0,10.7,68.0,7.0,22,1017.4,17.0,46,7.0,24,1012.9,4239.487083333334
187,21/09/2021,6.3,13.2,8.0,3.0,3.5,43.0,7.9,84.0,4.0,11,1025.2,12.3,54,7.0,11,1026.4,5246.603125
188,22/09/2021,7.9,17.8,0.2,0.8,6.2,26.0,12.5,79.0,7.0,7,1026.7,16.4,63,3.0,13,1023.6,4890.268750000002
189,23/09/2021,10.0,21.5,0.0,2.8,11.4,35.0,12.7,80.0,2.0,6,1020.2,19.9,42,1.0,7,1014.5,4355.952708333332
190,24/09/2021,11.0,18.8,0.0,7.6,9.1,50.0,16.1,51.0,1.0,13,1009.0,17.3,40,5.0,17,1007.7,4036.2916666666665
191,25/09/2021,7.1,12.8,0.0,4.6,5.9,37.0,9.6,65.0,3.0,11,1020.7,11.0,55,6.0,17,1022.7,4362.699583333334
192,26/09/2021,5.0,15.4,0.2,2.4,9.7,31.0,11.8,57.0,1.0,7,1028.2,14.1,52,1.0,17,1024.8,4077.7872916666656
193,28/09/2021,7.7,23.0,0.0,6.0,9.1,24.0,14.0,52.0,7.0,11,1018.2,22.2,31,7.0,9,1014.0,4422.551458333332
194,29/09/2021,12.6,19.3,0.0,5.2,0.8,33.0,13.7,77.0,7.0,Calm,1015.2,18.7,60,7.0,7,1011.1,4631.441041666666
195,30/09/2021,13.1,18.1,3.4,2.0,0.4,24.0,15.9,93.0,7.0,Calm,1008.5,15.2,100,8.0,Calm,1004.5,4822.550833333334
196,1/10/2021,13.6,22.2,21.8,2.8,5.8,30.0,17.0,72.0,7.0,13,1005.4,20.5,51,5.0,7,1002.7,4546.726597222224
197,2/10/2021,13.4,17.2,11.6,3.0,3.5,28.0,13.7,100.0,7.0,13,1006.6,16.7,77,6.0,13,1005.2,4244.157743055556
198,3/10/2021,12.6,22.0,0.0,1.4,5.9,35.0,13.9,88.0,4.0,9,1004.6,21.2,48,7.0,11,999.3,3953.012083333333
199,4/10/2021,11.8,18.1,1.0,3.0,8.0,63.0,13.1,63.0,7.0,15,999.4,13.6,55,4.0,13,999.3,4341.470798611108
200,5/10/2021,11.5,17.4,2.2,5.4,5.7,54.0,12.0,61.0,7.0,15,1008.1,15.8,50,4.0,15,1011.0,4685.14552083333
201,6/10/2021,8.2,21.6,0.2,4.4,8.6,39.0,12.4,68.0,1.0,11,1014.8,21.3,37,5.0,19,1009.8,4400.952465277779
202,7/10/2021,9.4,16.4,4.0,6.2,10.3,43.0,11.1,67.0,1.0,11,1012.6,15.3,44,7.0,13,1014.0,4418.020208333332
203,8/10/2021,7.0,20.8,0.0,4.0,11.7,44.0,11.5,69.0,7.0,9,1017.2,19.5,38,7.0,22,1013.3,4312.921249999999
204,9/10/2021,11.5,24.8,0.0,7.2,8.1,43.0,16.2,52.0,7.0,19,1012.2,23.6,33,6.0,19,1008.8,3849.9670138888887
205,10/10/2021,10.0,14.9,2.2,5.4,7.6,39.0,11.6,76.0,7.0,11,1014.5,14.7,51,6.0,17,1012.9,3896.449965277778
206,11/10/2021,7.4,14.4,0.4,4.0,4.4,33.0,9.8,77.0,5.0,11,1019.5,12.9,57,5.0,17,1018.9,4717.413368055557
207,13/10/2021,9.9,18.8,0.0,3.6,3.1,43.0,14.1,68.0,7.0,11,1011.8,18.3,56,7.0,17,1007.4,4593.493993055558
208,14/10/2021,8.2,19.4,14.8,6.2,10.0,39.0,11.7,75.0,1.0,9,1006.0,18.1,37,6.0,9,1003.5,4584.875868055556
209,15/10/2021,9.3,17.1,0.6,4.6,5.0,44.0,12.2,76.0,4.0,7,1004.1,12.8,76,7.0,11,1001.7,4738.0559375
210,16/10/2021,11.1,16.0,26.4,1.6,3.4,54.0,12.4,82.0,7.0,11,1009.0,14.5,69,7.0,19,1010.4,4284.34809027778
211,18/10/2021,9.9,16.9,0.0,2.0,0.9,35.0,15.5,57.0,8.0,9,1013.3,16.1,59,8.0,11,1013.6,4867.915624999998
212,19/10/2021,9.2,16.4,0.8,2.6,5.0,35.0,12.7,68.0,7.0,13,1022.5,14.6,70,7.0,15,1022.0,4625.779375
213,20/10/2021,8.4,23.0,0.0,3.2,12.0,22.0,13.1,78.0,2.0,9,1021.8,21.1,51,2.0,13,1017.2,4208.027430555559
214,21/10/2021,13.1,25.8,0.0,5.2,3.2,39.0,17.4,65.0,7.0,4,1015.1,25.0,39,6.0,15,1012.8,4351.710555555557
215,22/10/2021,13.7,27.3,0.0,4.6,6.1,41.0,18.1,69.0,1.0,2,1015.3,26.5,40,7.0,15,1011.1,4448.205347222221
216,23/10/2021,12.7,16.1,14.6,7.6,0.0,39.0,13.5,93.0,8.0,9,1015.0,13.5,83,8.0,11,1016.8,4277.9434375
217,24/10/2021,10.1,15.3,2.0,1.8,7.2,41.0,12.5,54.0,6.0,13,1022.5,14.5,49,7.0,19,1022.2,3935.0291319444473
218,25/10/2021,10.4,15.2,0.8,4.4,5.1,39.0,12.1,63.0,7.0,13,1021.7,14.3,54,6.0,19,1020.9,4600.962604166668
219,26/10/2021,6.3,18.1,0.0,2.2,11.7,24.0,11.8,70.0,1.0,6,1021.4,17.4,53,1.0,15,1017.9,4410.293506944442
220,27/10/2021,9.4,27.2,0.0,4.8,10.9,46.0,15.5,67.0,1.0,13,1015.5,25.1,29,6.0,20,1012.0,4123.957500000001
221,28/10/2021,15.4,28.3,0.2,9.2,5.4,50.0,16.9,77.0,7.0,Calm,1010.5,27.5,40,7.0,11,1003.1,4436.664236111112
222,30/10/2021,7.3,15.9,1.0,4.2,7.8,35.0,11.9,60.0,1.0,9,1021.3,15.5,49,6.0,13,1021.0,4094.707222222218
223,31/10/2021,6.7,19.6,0.4,2.0,12.9,22.0,12.2,68.0,1.0,7,1026.7,18.4,47,1.0,13,1023.4,3734.9256597222247
224,2/11/2021,11.1,29.7,0.0,6.0,12.0,43.0,16.5,70.0,1.0,9,1023.1,28.5,32,4.0,24,1018.4,3707.298229166667
225,3/11/2021,16.5,25.1,0.0,12.6,0.1,52.0,23.8,42.0,7.0,20,1015.3,19.0,88,8.0,11,1016.8,4640.190416666666
226,4/11/2021,13.5,17.5,45.4,3.0,8.3,39.0,14.9,73.0,7.0,9,1025.8,17.4,72,1.0,19,1025.0,4088.977048611111
227,6/11/2021,16.6,27.0,0.0,5.4,4.3,43.0,21.3,69.0,6.0,22,1009.4,25.6,55,7.0,24,1004.5,4004.87621527778
228,7/11/2021,12.9,16.5,15.4,5.2,0.0,28.0,13.7,83.0,7.0,9,1010.7,15.4,65,7.0,13,1009.9,3956.381909722225
229,8/11/2021,12.0,17.4,0.2,2.4,7.9,28.0,13.2,69.0,7.0,9,1012.5,16.5,41,5.0,13,1012.7,4370.727951388886
230,10/11/2021,11.7,15.2,10.0,5.0,2.3,26.0,11.9,98.0,8.0,7,1011.4,13.6,67,7.0,7,1010.0,4725.598506944442
231,11/11/2021,8.7,16.4,10.0,2.6,6.9,39.0,12.1,78.0,6.0,7,1010.4,15.6,49,7.0,19,1005.9,4401.977916666665
232,13/11/2021,10.3,14.6,10.4,5.8,2.2,46.0,12.2,86.0,8.0,15,1004.2,12.3,70,7.0,13,1006.5,4322.659687500001
233,14/11/2021,7.6,15.3,1.6,1.2,8.8,46.0,11.9,62.0,3.0,22,1004.3,11.8,69,7.0,13,1002.5,4126.458993055556
234,15/11/2021,8.7,13.8,1.6,5.0,6.0,41.0,11.6,60.0,6.0,9,1009.3,12.4,57,6.0,13,1011.6,4785.308750000005
235,17/11/2021,10.1,19.8,0.0,1.2,8.2,22.0,13.3,57.0,7.0,7,1023.7,16.5,51,5.0,13,1020.7,4516.817395833335
236,18/11/2021,10.9,26.9,0.0,5.0,5.2,67.0,19.7,41.0,7.0,24,1013.2,24.9,36,5.0,30,1006.4,4368.061527777776
237,22/11/2021,10.2,20.8,0.0,5.0,11.4,24.0,15.8,65.0,3.0,7,1022.7,18.8,62,7.0,13,1019.8,4140.432638888891
238,23/11/2021,14.7,26.1,0.0,6.8,2.4,43.0,20.7,49.0,7.0,24,1016.7,24.6,47,7.0,17,1014.4,4492.531631944448
239,24/11/2021,17.5,26.6,0.0,5.6,4.4,30.0,22.7,68.0,6.0,15,1013.5,25.4,45,6.0,13,1011.3,4621.051909722224
240,25/11/2021,15.4,16.7,0.0,4.2,0.0,31.0,16.1,87.0,8.0,7,1013.5,14.7,89,8.0,13,1012.9,4699.33045138889
241,26/11/2021,13.0,20.6,0.6,0.0,2.8,50.0,15.9,91.0,8.0,13,1016.2,19.6,50,7.0,24,1017.3,4154.113854166668
242,28/11/2021,9.8,22.1,0.0,7.0,12.1,30.0,15.5,59.0,2.0,4,1024.3,20.1,47,1.0,13,1020.1,3467.856076388891
243,29/11/2021,10.1,28.7,0.0,6.4,12.5,26.0,16.7,63.0,0.0,7,1018.6,25.7,45,3.0,11,1014.8,4391.005868055554
244,30/11/2021,14.4,31.6,0.0,8.0,13.6,31.0,22.0,50.0,0.0,11,1015.0,30.6,23,4.0,13,1011.2,4910.27409722222
245,5/12/2021,10.2,21.5,0.0,3.4,13.0,30.0,14.8,47.0,1.0,13,1022.2,18.0,56,6.0,15,1018.9,3633.143472222224
246,6/12/2021,12.8,27.4,0.0,7.6,10.8,46.0,21.3,42.0,3.0,24,1014.1,26.5,40,6.0,24,1010.0,4452.288923611111
247,7/12/2021,15.0,16.0,0.6,8.6,0.1,33.0,15.4,75.0,8.0,11,1012.4,15.6,62,7.0,13,1014.5,4713.978958333335
248,8/12/2021,10.7,17.3,2.0,3.0,8.7,43.0,15.5,53.0,7.0,17,1018.1,16.6,48,2.0,20,1017.7,4265.656631944446
249,9/12/2021,12.2,17.7,1.8,5.0,0.2,43.0,15.1,74.0,7.0,13,1017.5,16.8,65,8.0,19,1017.4,4678.384548611113
250,10/12/2021,13.5,17.9,0.0,2.2,6.2,43.0,16.1,70.0,7.0,11,1017.8,16.2,67,7.0,20,1016.9,4264.436423611111
251,11/12/2021,12.6,22.4,0.0,4.6,8.6,35.0,16.7,65.0,5.0,13,1018.9,21.5,47,7.0,17,1016.8,3823.331493055559
252,12/12/2021,10.4,28.7,0.0,6.2,13.0,28.0,16.3,63.0,1.0,6,1017.9,26.4,33,1.0,9,1013.5,3801.292291666666
253,13/12/2021,15.3,32.7,0.0,8.0,8.3,50.0,24.7,38.0,1.0,22,1011.9,31.4,26,6.0,11,1009.6,4860.353506944446
254,14/12/2021,15.9,21.0,0.0,10.4,11.2,31.0,18.5,65.0,7.0,7,1015.6,20.0,64,1.0,17,1013.7,4621.751041666672
255,15/12/2021,15.2,17.7,0.0,6.0,0.0,28.0,16.8,85.0,8.0,9,1013.4,16.7,72,8.0,13,1014.9,4833.238923611116
256,16/12/2021,12.8,19.9,0.0,3.0,11.4,33.0,15.9,77.0,7.0,13,1017.5,18.6,56,1.0,17,1017.0,4236.8325
257,18/12/2021,16.6,33.5,0.0,12.8,11.0,46.0,28.2,32.0,4.0,15,1004.1,21.5,64,4.0,22,1007.2,4463.434236111113
258,19/12/2021,15.2,23.1,0.0,8.6,4.2,65.0,18.5,82.0,7.0,9,1001.8,15.4,82,7.0,20,1004.5,3910.0890625
259,20/12/2021,12.2,28.6,1.8,6.8,12.9,39.0,16.7,50.0,1.0,15,1014.2,26.8,35,3.0,15,1011.8,4047.617812499999
260,22/12/2021,15.8,19.8,0.0,7.6,6.2,28.0,16.6,72.0,7.0,11,1015.6,18.7,57,7.0,15,1014.1,4200.116874999999
261,24/12/2021,11.9,26.4,0.0,6.4,13.1,26.0,17.7,62.0,1.0,4,1015.2,23.0,55,1.0,13,1012.3,4066.473194444445
262,25/12/2021,16.9,21.7,0.0,6.8,6.1,39.0,17.8,70.0,7.0,9,1016.8,20.5,60,2.0,15,1015.7,3444.8219444444458
263,26/12/2021,15.1,18.8,0.0,8.0,2.7,39.0,15.6,66.0,8.0,13,1020.3,18.1,54,7.0,17,1020.1,3277.004131944446
264,27/12/2021,13.9,23.3,0.2,5.8,9.7,43.0,15.6,64.0,7.0,15,1022.7,22.0,39,5.0,19,1019.5,3266.258680555557
265,28/12/2021,11.4,22.6,0.0,8.0,11.9,41.0,15.0,62.0,1.0,7,1021.9,21.8,49,2.0,15,1018.5,3334.841145833334
266,29/12/2021,11.9,22.4,0.0,8.0,13.7,30.0,17.6,68.0,3.0,6,1019.6,21.6,59,1.0,9,1016.5,3839.722048611111
267,30/12/2021,14.0,34.4,0.0,6.8,12.4,28.0,16.7,76.0,1.0,7,1015.6,29.4,41,1.0,7,1010.8,4504.529618055558
268,1/01/2022,20.5,37.1,0.0,16.4,8.5,33.0,29.9,27.0,4.0,19,1007.9,25.0,51,7.0,13,1006.3,4947.8094791666645
269,2/01/2022,20.9,30.9,0.0,11.6,8.6,43.0,24.3,47.0,7.0,4,1007.1,24.3,55,3.0,20,1007.9,4479.649930555556
270,3/01/2022,16.8,20.3,0.0,10.0,10.5,41.0,18.8,57.0,6.0,11,1013.6,19.7,53,1.0,19,1013.2,3651.656145833335
271,4/01/2022,16.2,23.1,0.0,7.6,0.5,43.0,18.5,73.0,8.0,9,1013.2,20.8,73,8.0,9,1012.1,4217.495104166668
272,5/01/2022,18.5,29.3,0.0,1.8,5.0,37.0,22.9,71.0,7.0,7,1009.6,28.1,51,7.0,13,1007.6,4471.635868055554
273,6/01/2022,18.3,30.2,0.0,6.6,9.9,39.0,22.9,62.0,4.0,6,1010.2,23.1,73,7.0,11,1007.6,4848.671180555555
274,7/01/2022,20.1,25.8,1.4,7.8,5.2,28.0,23.6,59.0,6.0,11,1008.1,23.5,83,5.0,4,1007.1,4813.455243055554
275,8/01/2022,17.1,19.7,24.8,5.0,4.8,28.0,17.3,98.0,8.0,11,1013.0,18.8,79,7.0,13,1014.0,4097.9068750000015
276,9/01/2022,16.1,21.9,0.0,2.4,9.7,30.0,16.8,69.0,7.0,6,1016.2,20.3,61,1.0,13,1015.6,3902.508298611112
277,10/01/2022,15.5,31.4,0.2,6.8,10.9,31.0,18.6,76.0,5.0,9,1017.9,28.3,57,2.0,9,1016.2,4913.079131944443
278,11/01/2022,18.5,29.7,0.0,8.0,10.8,35.0,21.4,69.0,7.0,6,1020.7,24.8,64,6.0,13,1019.6,4890.259722222225
279,14/01/2022,20.8,32.8,0.0,10.4,8.9,35.0,23.7,78.0,7.0,Calm,1005.6,30.4,44,7.0,20,1001.7,5669.633715277776
280,15/01/2022,18.8,24.2,6.0,9.0,5.0,30.0,19.7,70.0,8.0,9,1004.4,23.3,66,7.0,11,1005.6,4453.229965277782
281,16/01/2022,18.3,31.9,0.0,5.8,11.6,24.0,20.1,60.0,1.0,4,1009.4,25.3,55,1.0,13,1006.6,4637.928437499999
282,17/01/2022,18.4,24.2,0.0,8.0,7.3,33.0,18.7,72.0,7.0,7,1010.7,22.9,51,3.0,13,1010.8,4799.6346875
283,19/01/2022,15.4,26.7,0.0,7.2,13.6,52.0,21.1,59.0,1.0,11,1021.1,25.4,43,1.0,24,1021.3,4299.848159722224
284,20/01/2022,12.9,30.4,0.0,10.0,13.6,31.0,18.8,57.0,0.0,4,1027.7,27.1,39,1.0,9,1024.9,4662.890138888888
285,21/01/2022,17.1,29.6,0.0,8.8,13.5,33.0,22.6,43.0,0.0,11,1028.1,28.3,42,1.0,11,1023.9,5072.738125000003
286,23/01/2022,18.1,32.6,0.0,11.4,11.9,26.0,25.0,49.0,2.0,9,1016.6,31.6,31,7.0,13,1012.5,5145.203715277778
287,24/01/2022,20.2,33.7,0.0,10.8,10.6,31.0,25.3,52.0,6.0,9,1011.4,32.3,36,3.0,9,1007.3,6051.3300694444415
288,25/01/2022,20.1,31.4,0.0,10.0,12.8,30.0,25.2,58.0,3.0,2,1009.0,27.4,60,1.0,15,1007.2,6180.619548611106
289,26/01/2022,19.6,36.0,0.0,9.2,10.5,46.0,24.0,67.0,1.0,Calm,1010.0,35.2,35,2.0,6,1006.1,5775.873333333333
290,27/01/2022,21.2,32.8,7.0,13.0,9.7,52.0,21.8,93.0,7.0,17,1009.5,30.9,47,1.0,22,1006.4,6183.349062500001
291,28/01/2022,21.7,32.8,1.6,13.2,4.6,43.0,27.9,59.0,6.0,15,1008.8,21.1,100,7.0,17,1010.7,5985.484479166667
292,29/01/2022,17.5,21.8,38.6,5.4,0.3,30.0,18.8,96.0,7.0,7,1017.5,21.0,70,7.0,17,1017.0,4395.9826736111145
293,31/01/2022,20.1,34.0,0.0,4.4,10.9,22.0,22.7,78.0,4.0,6,1009.2,31.4,54,5.0,6,1003.8,6083.855069444442
294,1/02/2022,19.8,23.6,0.0,9.6,8.4,50.0,20.5,73.0,3.0,9,1003.4,22.0,62,6.0,17,1003.3,4764.959479166665
295,3/02/2022,13.3,18.2,1.2,4.2,2.2,39.0,16.7,53.0,7.0,15,1014.9,17.1,56,7.0,19,1016.4,4337.1714583333305
296,4/02/2022,11.6,24.5,0.2,2.6,12.5,39.0,17.8,61.0,1.0,9,1021.6,22.8,42,4.0,13,1019.7,4121.424895833332
297,5/02/2022,13.3,26.8,0.0,7.6,13.2,37.0,17.7,69.0,1.0,Calm,1022.4,23.9,40,2.0,13,1020.5,3860.0309375000015
298,7/02/2022,14.7,28.6,0.0,8.2,13.1,33.0,20.3,58.0,1.0,7,1024.7,27.2,40,1.0,13,1020.2,4642.364340277778
299,8/02/2022,15.4,30.5,0.0,10.8,12.1,33.0,20.0,60.0,1.0,9,1016.4,30.0,31,3.0,6,1011.3,4959.709826388887
300,9/02/2022,19.1,30.9,0.0,9.2,4.4,39.0,22.8,43.0,8.0,15,1008.8,30.1,32,6.0,7,1006.5,4974.366805555559
301,12/02/2022,15.7,28.3,0.0,6.4,12.4,33.0,18.7,68.0,1.0,6,1020.3,26.6,47,2.0,7,1017.1,4135.150694444446
302,13/02/2022,17.1,32.1,0.0,8.6,9.1,54.0,23.5,50.0,4.0,20,1016.9,30.3,34,7.0,20,1014.6,4565.130729166665
303,14/02/2022,17.8,31.6,0.0,12.6,12.2,46.0,23.4,46.0,3.0,2,1019.8,22.4,69,1.0,19,1019.8,5337.292812500001
304,16/02/2022,16.4,25.8,0.0,5.6,2.4,19.0,18.5,75.0,7.0,Calm,1016.2,22.1,69,7.0,7,1012.2,5016.026388888893
305,17/02/2022,17.1,24.3,0.0,4.0,2.4,28.0,17.8,73.0,7.0,7,1012.6,22.6,53,7.0,13,1011.4,4554.700486111111
306,18/02/2022,15.4,21.0,0.0,5.8,7.3,41.0,16.9,68.0,7.0,9,1014.8,19.2,55,7.0,13,1017.4,4289.8585416666665
307,19/02/2022,13.3,21.9,0.6,6.2,12.4,26.0,17.8,52.0,1.0,9,1021.1,20.8,48,1.0,11,1017.7,3884.028854166665
308,21/02/2022,13.7,20.3,1.6,5.8,11.3,35.0,16.3,65.0,1.0,9,1012.4,19.1,45,6.0,13,1013.8,4259.024305555557
309,24/02/2022,19.3,22.7,0.0,6.8,2.9,37.0,20.6,87.0,7.0,9,1019.2,21.7,72,7.0,17,1018.3,5044.744583333331
310,25/02/2022,18.0,21.7,0.0,4.8,5.8,37.0,18.4,67.0,8.0,7,1020.5,20.5,65,3.0,19,1018.7,4443.259305555558
311,26/02/2022,18.4,29.1,0.0,4.8,10.8,35.0,19.8,74.0,5.0,7,1018.2,28.2,45,3.0,11,1015.0,4292.400173611111
312,27/02/2022,16.3,25.6,0.0,5.8,3.4,26.0,19.0,84.0,7.0,Calm,1015.8,23.8,61,7.0,9,1013.2,4323.616319444444
313,1/03/2022,19.8,25.8,0.0,3.8,1.1,20.0,21.1,87.0,7.0,4,1012.1,23.8,76,7.0,2,1011.1,5194.7595138888855
314,2/03/2022,19.7,29.6,6.0,0.6,4.4,22.0,21.0,87.0,7.0,6,1013.4,27.6,49,6.0,4,1011.4,5288.7356597222215
315,3/03/2022,17.5,30.5,0.0,3.6,12.1,24.0,21.3,79.0,0.0,Calm,1014.0,28.3,46,1.0,9,1012.3,5488.919270833337
316,4/03/2022,18.3,32.5,0.0,8.0,5.3,28.0,21.6,72.0,6.0,7,1011.8,32.1,37,7.0,13,1008.6,5688.479791666665
317,5/03/2022,17.3,22.2,37.8,10.0,1.5,37.0,17.5,94.0,7.0,Calm,1006.9,21.1,77,7.0,13,1007.5,4451.937256944442
318,6/03/2022,16.6,21.8,4.8,3.2,1.3,46.0,17.4,80.0,8.0,15,1016.0,20.4,67,7.0,20,1016.4,3989.356840277778
319,7/03/2022,15.9,23.1,0.0,2.8,8.1,37.0,18.4,72.0,2.0,6,1015.6,22.2,64,4.0,13,1013.0,4536.070277777774
320,9/03/2022,14.6,22.0,0.0,4.0,11.1,43.0,16.5,64.0,1.0,17,1021.1,20.9,45,4.0,20,1019.6,4206.821388888889
321,10/03/2022,11.8,20.4,0.0,6.6,11.6,37.0,16.2,69.0,1.0,9,1021.9,19.9,56,3.0,15,1020.6,4332.2266666666665
322,11/03/2022,12.0,20.3,0.0,4.6,4.4,31.0,16.0,72.0,7.0,6,1021.2,19.9,52,6.0,11,1020.0,4513.134687500002
323,12/03/2022,11.7,22.6,0.0,3.4,10.7,28.0,14.2,77.0,7.0,Calm,1022.7,20.8,57,1.0,13,1021.0,3963.3824305555513
324,13/03/2022,14.0,29.8,0.0,5.8,11.6,43.0,16.5,79.0,1.0,7,1020.9,28.7,40,3.0,17,1018.3,4181.939861111109
325,14/03/2022,16.4,28.0,0.4,5.0,9.3,31.0,18.3,99.0,5.0,Calm,1021.2,25.6,64,6.0,9,1018.7,4369.881076388889
326,15/03/2022,18.3,27.5,2.0,6.2,3.6,31.0,20.3,78.0,2.0,7,1019.8,24.8,57,7.0,13,1018.2,5006.481041666668
327,17/03/2022,17.7,29.2,0.0,4.6,5.0,33.0,20.9,67.0,7.0,6,1015.2,27.8,53,5.0,11,1013.0,5102.20760416667
