,Date,Minimum temperature (C),Evaporation (mm),9am relative humidity (%),9am cloud amount (oktas),3pm relative humidity (%),3pm wind speed (km/h),avg_demand
98,2/06/2021,0.21301775147928997,0.06293706293706293,0.8260869565217392,0.375,0.5063291139240507,0.1875,8429.988333333336
99,3/06/2021,0.3017751479289941,0.0839160839160839,0.8840579710144927,0.875,0.9746835443037974,0.1875,9283.459374999997
100,4/06/2021,0.2781065088757397,0.048951048951048945,0.9275362318840581,0.25,0.44303797468354433,0.5416666666666666,8580.912291666666
101,5/06/2021,0.15976331360946744,0.11188811188811187,0.6521739130434783,0.125,0.22784810126582278,0.14583333333333334,8162.490625000001
102,7/06/2021,0.12426035502958582,0.11188811188811187,0.7681159420289856,0.75,0.5189873417721519,0.22916666666666666,8733.702500000001
103,8/06/2021,0.27218934911242604,0.0909090909090909,0.34782608695652173,0.75,0.4177215189873418,0.49999999999999994,9130.73625
104,10/06/2021,0.05325443786982248,0.13986013986013984,0.7246376811594204,0.875,0.8227848101265823,0.1875,10416.763333333334
105,11/06/2021,0.0,0.05594405594405594,1.0,0.375,0.5443037974683544,0.1875,9647.869583333331
106,13/06/2021,0.136094674556213,0.14685314685314685,0.5797101449275361,0.125,0.30379746835443044,0.35416666666666663,8114.276041666668
107,14/06/2021,0.24260355029585806,0.1608391608391608,0.5652173913043479,0.875,0.569620253164557,0.14583333333333334,8256.042083333336
108,17/06/2021,0.2189349112426035,0.06993006993006992,0.5652173913043479,0.125,0.25316455696202533,0.5416666666666666,8818.311458333332
109,19/06/2021,0.30769230769230765,0.13986013986013984,0.4347826086956522,0.875,0.8607594936708861,0.6875,8739.004166666668
110,20/06/2021,0.33727810650887574,0.04545454545454545,0.7826086956521738,0.75,0.8354430379746834,0.37499999999999994,8523.277708333333
111,21/06/2021,0.24260355029585806,0.04195804195804195,0.9565217391304348,0.875,0.7721518987341772,0.31249999999999994,9151.469791666666
112,22/06/2021,0.21301775147928997,0.07692307692307691,0.9130434782608696,0.875,0.5949367088607596,0.041666666666666664,9199.536666666663
113,23/06/2021,0.2485207100591716,0.0,0.9855072463768115,0.875,0.5189873417721519,0.35416666666666663,9060.739166666666
114,24/06/2021,0.36686390532544383,0.12587412587412586,0.6231884057971016,0.875,0.45569620253164556,0.4583333333333333,8800.990208333335
115,25/06/2021,0.3431952662721894,0.10489510489510488,0.46376811594202905,0.125,0.26582278481012656,0.37499999999999994,8429.629374999999
116,26/06/2021,0.2011834319526627,0.1678321678321678,0.5217391304347826,0.125,0.2784810126582279,0.4583333333333333,8172.806041666666
117,27/06/2021,0.136094674556213,0.1608391608391608,0.6521739130434783,0.125,0.21518987341772156,0.10416666666666666,8132.71
118,29/06/2021,0.1834319526627219,0.07692307692307691,0.9710144927536233,0.875,0.9113924050632912,0.041666666666666664,9172.130416666663
119,30/06/2021,0.3136094674556213,0.06993006993006992,1.0,0.875,0.8481012658227848,0.10416666666666666,8766.696875000001
120,2/07/2021,0.3136094674556213,0.048951048951048945,1.0,1.0,0.5316455696202532,0.08333333333333334,8502.706874999998
