date,avg_demand,state
2021/07/11,8315.970833333335,NSW1
2021/07/12,8894.415833333334,NSW1
2021/07/13,8866.735416666668,NSW1
2021/07/14,9544.245416666667,NSW1
2021/07/15,8385.180833333336,NSW1
2021/07/16,8622.62625,NSW1
2021/07/17,8412.839791666667,NSW1
2021/07/18,7864.075000000001,NSW1
2021/07/19,9058.50895833333,NSW1
2021/07/20,9320.106041666664,NSW1
2021/07/21,9130.05375,NSW1
2021/07/22,9205.905416666666,NSW1
2021/07/23,9351.012916666665,NSW1
2021/07/24,8137.251875000001,NSW1
2021/07/25,8165.268333333334,NSW1
2021/07/26,8442.988125,NSW1
2021/07/27,8113.392291666666,NSW1
2021/07/28,8026.70083333333,NSW1
2021/07/29,8142.052291666666,NSW1
2021/07/30,8644.895208333337,NSW1
2021/07/31,7826.957708333334,NSW1
2021/08/01,7336.0199999999995,NSW1
2021/08/02,8103.071458333333,NSW1
2021/08/03,8077.1814583333335,NSW1
2021/08/04,8462.327291666668,NSW1
2021/08/05,8231.32208333333,NSW1
2021/08/06,8027.421249999999,NSW1
2021/08/07,7706.977916666666,NSW1
2021/08/08,8133.89875,NSW1
2021/08/09,8138.995624999999,NSW1
2021/08/10,7847.382916666666,NSW1
2021/08/11,7421.932916666664,NSW1
2021/08/12,7418.3218750000015,NSW1
2021/08/13,7865.224791666665,NSW1
2021/08/14,7436.0545833333335,NSW1
2021/08/15,7068.364166666667,NSW1
2021/08/16,7607.360000000001,NSW1
2021/08/17,7839.474374999997,NSW1
2021/08/18,8053.410833333332,NSW1
2021/08/19,7923.436041666665,NSW1
2021/08/20,7540.947916666665,NSW1
2021/08/21,7093.962083333333,NSW1
2021/08/22,6627.530416666669,NSW1
2021/08/23,7268.616875,NSW1
2021/08/24,9099.783541666666,NSW1
2021/08/25,8606.620833333332,NSW1
2021/08/26,8087.284583333335,NSW1
2021/08/27,8144.267083333332,NSW1
2021/08/28,7646.239791666667,NSW1
2021/08/29,7749.174375,NSW1
2021/08/30,7880.242708333332,NSW1
2021/08/31,7557.688958333333,NSW1
2021/09/01,7221.518541666669,NSW1
2021/09/02,7235.033333333333,NSW1
2021/09/03,7012.088541666665,NSW1
2021/09/04,7111.353749999999,NSW1
2021/09/05,6946.370833333334,NSW1
2021/09/06,7394.1289583333355,NSW1
2021/09/07,7347.467916666666,NSW1
2021/09/08,7216.258124999999,NSW1
2021/09/09,7034.917708333334,NSW1
2021/09/10,6801.206666666665,NSW1
2021/09/11,6325.425000000002,NSW1
2021/09/12,6264.481041666667,NSW1
2021/09/13,7361.942916666664,NSW1
2021/09/14,7828.875625000001,NSW1
2021/09/15,7606.600208333333,NSW1
2021/09/16,7555.169791666666,NSW1
2021/09/17,7055.388750000001,NSW1
2021/09/18,6831.866458333335,NSW1
2021/09/19,6263.905416666667,NSW1
2021/09/20,6849.7633333333315,NSW1
2021/09/21,7491.927291666667,NSW1
2021/09/22,7215.876041666666,NSW1
2021/09/23,7021.700833333332,NSW1
2021/09/24,6744.323333333333,NSW1
2021/09/25,6461.868750000001,NSW1
2021/09/26,6945.917499999999,NSW1
2021/09/27,7212.410625000003,NSW1
2021/09/28,7037.642500000002,NSW1
2021/09/29,7513.900000000001,NSW1
2021/09/30,7081.635833333334,NSW1
2021/10/01,6989.536423611116,NSW1
2021/10/02,6510.421875000001,NSW1
2021/10/03,6070.739409722219,NSW1
2021/10/04,5984.094861111108,NSW1
2021/10/05,6583.063923611112,NSW1
2021/10/06,6621.811597222224,NSW1
2021/10/07,6758.258090277776,NSW1
2021/10/08,6729.089861111107,NSW1
2021/10/09,6262.165868055556,NSW1
2021/10/10,6456.15197916667,NSW1
2021/10/11,7459.192777777776,NSW1
2021/10/12,7798.462951388886,NSW1
2021/10/13,7625.622534722223,NSW1
2021/10/14,7169.504062499992,NSW1
2021/10/15,6991.262152777777,NSW1
2021/10/16,6286.52045138889,NSW1
2021/10/17,5970.40868055556,NSW1
2021/10/18,6657.162708333336,NSW1
2021/10/19,6864.797013888889,NSW1
2021/10/20,6882.207569444445,NSW1
2021/10/21,7009.500173611112,NSW1
2021/10/22,6870.280555555553,NSW1
2021/10/23,6518.656423611112,NSW1
2021/10/24,6130.361909722222,NSW1
2021/10/25,6717.404444444447,NSW1
2021/10/26,6773.899166666669,NSW1
2021/10/27,6830.909097222221,NSW1
2021/10/28,7295.91263888889,NSW1
2021/10/29,7237.172500000001,NSW1
2021/10/30,6308.541527777777,NSW1
2021/10/31,6044.106805555559,NSW1
2021/11/01,6831.621145833333,NSW1
2021/11/02,6859.039444444448,NSW1
2021/11/03,6827.766423611106,NSW1
2021/11/04,7349.886736111114,NSW1
2021/11/05,7184.492881944438,NSW1
2021/11/06,6359.1295833333315,NSW1
2021/11/07,6590.967986111109,NSW1
2021/11/08,6988.4175347222235,NSW1
2021/11/09,6935.111319444447,NSW1
2021/11/10,7456.538749999997,NSW1
2021/11/11,7424.5028125,NSW1
2021/11/12,7153.9492361111115,NSW1
2021/11/13,6520.800034722224,NSW1
2021/11/14,6148.893888888885,NSW1
2021/11/15,6608.644652777779,NSW1
2021/11/16,6630.161388888887,NSW1
2021/11/17,6723.637256944444,NSW1
2021/11/18,6782.211979166665,NSW1
2021/11/19,7235.825902777778,NSW1
2021/11/20,6797.33902777778,NSW1
2021/11/21,6843.91586805556,NSW1
2021/11/22,6902.837222222221,NSW1
2021/11/23,7075.149965277778,NSW1
2021/11/24,7350.6047569444445,NSW1
2021/11/25,7615.075520833335,NSW1
2021/11/26,7476.738020833336,NSW1
2021/11/27,6812.040659722224,NSW1
2021/11/28,6481.396284722221,NSW1
2021/11/29,6906.624930555557,NSW1
2021/11/30,7449.267187499999,NSW1
2021/12/01,7385.546180555558,NSW1
2021/12/02,7408.946736111113,NSW1
2021/12/03,7320.466666666666,NSW1
2021/12/04,6694.1977430555535,NSW1
2021/12/05,6542.7474305555525,NSW1
2021/12/06,7155.756319444444,NSW1
2021/12/07,7237.350625000002,NSW1
2021/12/08,7416.943645833335,NSW1
2021/12/09,7193.116076388889,NSW1
2021/12/10,7229.199444444442,NSW1
2021/12/11,6534.804826388886,NSW1
2021/12/12,6214.357465277776,NSW1
2021/12/13,6828.618784722223,NSW1
2021/12/14,7000.336250000003,NSW1
2021/12/15,7493.511875000005,NSW1
2021/12/16,7464.555694444448,NSW1
2021/12/17,7282.540659722217,NSW1
2021/12/18,7953.902847222225,NSW1
2021/12/19,7685.2563541666605,NSW1
2021/12/20,8110.211944444444,NSW1
2021/12/21,8474.291145833335,NSW1
2021/12/22,7972.22465277778,NSW1
2021/12/23,7891.487881944442,NSW1
2021/12/24,7405.655937499996,NSW1
2021/12/25,6909.8417708333345,NSW1
2021/12/26,6591.244097222221,NSW1
2021/12/27,6300.7342708333335,NSW1
2021/12/28,6101.642951388889,NSW1
2021/12/29,6387.420763888887,NSW1
2021/12/30,6556.190208333336,NSW1
2021/12/31,6800.63920138889,NSW1
2022/01/01,6706.70798611111,NSW1
2022/01/02,7026.2461805555595,NSW1
2022/01/03,7066.632430555557,NSW1
2022/01/04,7533.124930555556,NSW1
2022/01/05,7586.139444444443,NSW1
2022/01/06,7684.366875000003,NSW1
2022/01/07,7812.316284722223,NSW1
2022/01/08,7416.010381944442,NSW1
2022/01/09,7162.290833333333,NSW1
2022/01/10,8201.246527777774,NSW1
2022/01/11,8181.981076388885,NSW1
2022/01/12,7746.937812500001,NSW1
2022/01/13,7693.417430555558,NSW1
2022/01/14,7998.224652777777,NSW1
2022/01/15,7718.192951388888,NSW1
2022/01/16,7547.783576388892,NSW1
2022/01/17,8781.386250000001,NSW1
2022/01/18,8182.945624999999,NSW1
2022/01/19,7500.322951388888,NSW1
2022/01/20,7135.272013888886,NSW1
2022/01/21,7188.065312499999,NSW1
2022/01/22,6711.975312500001,NSW1
2022/01/23,6649.418506944445,NSW1
2022/01/24,7518.355381944441,NSW1
2022/01/25,7780.217916666667,NSW1
2022/01/26,7143.675868055554,NSW1
2022/01/27,7754.988229166668,NSW1
2022/01/28,8344.649375,NSW1
2022/01/29,7971.286840277778,NSW1
2022/01/30,7803.386944444439,NSW1
2022/01/31,8793.732951388889,NSW1
2022/02/01,9362.197743055553,NSW1
2022/02/02,8093.289583333338,NSW1
2022/02/03,7197.270833333329,NSW1
2022/02/04,6942.934687499994,NSW1
2022/02/05,6438.603055555557,NSW1
2022/02/06,6328.283784722217,NSW1
2022/02/07,7022.777326388893,NSW1
2022/02/08,7076.880069444446,NSW1
2022/02/09,7557.486215277779,NSW1
2022/02/10,8075.205659722227,NSW1
2022/02/11,7536.579965277774,NSW1
2022/02/12,6768.530069444446,NSW1
2022/02/13,6542.956979166668,NSW1
2022/02/14,7372.50034722222,NSW1
2022/02/15,7825.009027777783,NSW1
2022/02/16,7750.616527777781,NSW1
2022/02/17,8114.118958333334,NSW1
2022/02/18,8020.7009027777785,NSW1
2022/02/19,6977.746041666662,NSW1
2022/02/20,7180.798229166667,NSW1
2022/02/21,8043.16736111111,NSW1
2022/02/22,7912.470833333332,NSW1
2022/02/23,7979.459479166662,NSW1
2022/02/24,8307.194305555558,NSW1
2022/02/25,8082.805520833333,NSW1
2022/02/26,7329.16263888889,NSW1
2022/02/27,7147.980347222217,NSW1
2022/02/28,7823.420972222215,NSW1
2022/03/01,7689.380937499996,NSW1
2022/03/02,7709.840173611108,NSW1
2022/03/03,7696.557708333337,NSW1
2022/03/04,7846.17451388889,NSW1
2022/03/05,7523.5713888888895,NSW1
2022/03/06,7218.48496527778,NSW1
2022/03/07,8066.091458333334,NSW1
2022/03/08,7882.270763888886,NSW1
2022/03/09,7319.178784722221,NSW1
2022/03/10,7062.305069444443,NSW1
2022/03/11,7085.3003125,NSW1
2022/03/12,6589.1204513888915,NSW1
2022/03/13,6559.126076388885,NSW1
2022/03/14,7142.214062499999,NSW1
2022/03/15,7153.628958333336,NSW1
2022/03/16,7467.097812499998,NSW1
2022/03/17,7648.045243055556,NSW1
