,Date,Minimum temperature (C),Rainfall (mm),Speed of maximum wind gust (km/h),9am cloud amount (oktas),3pm MSL pressure (hPa),avg_demand
50,6/04/2021,0.7720207253886009,0.1987740805604203,0.5416666666666666,1.0,0.516014234875442,6422.030208333333
51,8/04/2021,0.6839378238341968,0.0,0.3125,0.875,0.252669039145907,6182.795416666667
52,9/04/2021,0.6373056994818652,0.0,0.16666666666666666,0.0,0.21352313167259496,6115.780208333336
53,10/04/2021,0.6062176165803108,0.0,0.35416666666666663,0.125,0.21708185053380902,5908.993541666666
54,11/04/2021,0.6373056994818652,0.0,0.39583333333333337,0.875,0.3451957295373589,5747.382291666665
55,12/04/2021,0.37305699481865273,0.0008756567425569177,0.3125,0.125,0.622775800711743,5776.761874999999
56,13/04/2021,0.4507772020725388,0.0,0.18749999999999997,0.125,0.7224199288256159,5852.660833333335
57,14/04/2021,0.3937823834196891,0.0,0.16666666666666666,0.125,0.6441281138789989,5892.535208333332
58,15/04/2021,0.46632124352331605,0.0,0.16666666666666666,0.0,0.548042704626333,5930.254166666668
59,16/04/2021,0.5751295336787565,0.0,0.35416666666666663,0.125,0.590747330960852,6016.174999999999
60,17/04/2021,0.6994818652849741,0.0,0.3125,1.0,0.6298932384341569,5980.701458333334
61,18/04/2021,0.46632124352331605,0.10770577933450089,0.16666666666666666,0.25,0.597864768683273,5634.685833333334
62,19/04/2021,0.43523316062176165,0.0008756567425569177,0.16666666666666666,0.125,0.608540925266901,6018.504166666666
63,20/04/2021,0.4455958549222797,0.0,0.16666666666666666,0.0,0.5622775800711679,6055.875208333334
64,21/04/2021,0.44041450777202074,0.0,0.41666666666666663,0.0,0.41637010676156194,6092.020208333331
65,24/04/2021,0.3212435233160621,0.0,0.12499999999999997,0.125,0.7366548042704579,5541.722708333335
66,25/04/2021,0.39896373056994816,0.0,0.12499999999999997,0.125,0.733096085409251,5400.467291666667
67,27/04/2021,0.5181347150259067,0.0,0.27083333333333337,0.375,0.8220640569394959,5984.366666666666
68,28/04/2021,0.5025906735751294,0.0,0.22916666666666666,0.125,0.8078291814946539,6097.704583333332
69,29/04/2021,0.5025906735751294,0.002626970227670753,0.35416666666666663,0.75,0.7900355871886049,6108.3125
70,30/04/2021,0.5751295336787565,0.0,0.45833333333333337,0.875,0.8967971530249059,6218.598125
71,1/05/2021,0.5544041450777201,0.02714535901926445,0.35416666666666663,0.875,0.935943060498218,5964.533125000002
72,2/05/2021,0.5751295336787565,0.05253940455341506,0.35416666666666663,0.625,0.839857651245552,5747.175833333335
